,exchange_token,trading_symbol,company_name,close_price,expiry,strike,tick_size,lot_size,instrument_name,option_type,segment,exchange,fin_instrm_pdct_tp_cd,asset_code
15380,199036,ICICINFINAV-B,INAV ICICI PrudentialNift,0.0,,0.0,0.01,1,E,,B,BSE,,
15381,503657,VEERENRGY-X,VEER ENERGY & INFRASTRUCTURE L,15.91,,0.0,0.01,1,E,,X,BSE,,
15382,728831,KMPL24225-F,KMPL-24-2-26-CP,0.0,,0.0,0.01,1,D,,F,BSE,,
15383,939805,ICFL250924-F,ICFL-ZC-25-9-26-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15384,730155,BFL40925-F,BFL-4-12-25-CP,0.0,,0.0,0.01,1,D,,F,BSE,,
15385,800606,GS12DEC2034-G,GS12DEC2034C,0.0,,0.0,0.01,1,D,,G,BSE,,
15386,543342,NIMFHGAP-F,Nippon India Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15387,505978,TRITONV-X,TRITON VALVES LTD.,2940.55,,0.0,0.05,1,E,,X,BSE,,
15388,540718,AAYUSHBULL-M,AAYUSH ART AND BULLION LIMITED,1009.45,,0.0,0.05,250,E,,M,BSE,,
15389,506414,FERMENTA-X,FERMENTA BIOTECH LIMITED,269.55,,0.0,0.05,1,E,,X,BSE,,
15390,506022,PRAKASH-A,PRAKASH INDUSTRIES LTD.,158.65,,0.0,0.05,1,E,,A,BSE,,
15391,800407,GS15DEC27C-G,GS15DEC27C,0.0,,0.0,0.01,1,D,,G,BSE,,
15392,939649,10KFL27A-F,KFL-10%-6-8-27-NCD,967.0,,0.0,0.01,1,D,,F,BSE,,
15393,544182,LIQUIDBETF-F,Bajaj Finserv Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15394,544340,RIKHAV-M,Rikhav Securities Limited,68.9,,0.0,0.01,1600,E,,M,BSE,,
15395,975872,EEL010824-F,EEL-01-02-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15396,938418,940SFIL28-F,SFIL-9.40%-2-2-28-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15397,975969,8ATIT34-F,ATIT-8%-30-8-34-INVIT,0.0,,0.0,0.01,1,D,,F,BSE,,
15398,523832,MUKATPIP-X,MUKAT PIPES LTD.,16.97,,0.0,0.01,1,E,,X,BSE,,
15399,940651,975NHFL28-F,NHFL-9.75%-10-09-28-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15400,800309,727GS2026-G,727GOI2026,0.0,,0.0,0.05,1,D,,G,BSE,,
15401,210455,MAGSON-NS,MAGSON RETAIL AND DIST L,0.0,,0.0,0.05,1000,E,,NS,BSE,,
15402,940243,NHF030425-F,NHFL-3-4-28-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15403,953063,93ELR26V-F,ELR-9.3%-V-30-9-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15404,532878,ALPA-B,ALPA LABORATORIES LTD.,89.0,,0.0,0.01,1,E,,B,BSE,,
15405,976010,975MMF26-F,MMFL-9.75%-13-9-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15406,730218,GFL120925-F,GFL-5-1-26-CP,0.0,,0.0,0.01,1,D,,F,BSE,,
15407,500426,UTLINDS-X,UTL INDUSTRIES LIMITED,1.35,,0.0,0.01,1,E,,X,BSE,,
15408,199229,ELIQINAV-F,INAVEdelweiss Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15409,810887,762MH30A-G,762MHSDL30,0.0,,0.0,0.05,1,D,,G,BSE,,
15410,938348,95KFL27-F,KFL-9.5%-15-1-27-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15411,800524,GS19MAR2039-G,GS19MAR2039,0.0,,0.0,0.01,1,D,,G,BSE,,
15412,506947,ADVPETR-B-X,ADVANCE PETROCHEMICALS LTD.,0.0,,0.0,0.05,1,E,,X,BSE,,
15413,543154,08QPR-B,Nippon India Mutual Fund,2377.0,,0.0,0.05,1,E,,B,BSE,,
15414,937359,MFLVI26-F,MFL-VI-11-1-26-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15415,208339,KOTYARK-NT,KOTYARK INDUSTRIES LTD,0.0,,0.0,0.05,100,E,,NT,BSE,,
15416,542552,IPRU3315-F,ICICI Prudential Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15417,939409,96EFSL27-F,EFSL9.6%-29-4-27-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15418,531726,PANCHSHEEL-X,PANCHSHEEL ORGANICS LTD.,136.5,,0.0,0.05,1,E,,X,BSE,,
15419,531417,MEGACOR-X,MEGA CORPORATION LTD.,2.75,,0.0,0.01,1,E,,X,BSE,,
15420,539517,HDFCSENSEX-A,HDFC Mutual Fund,93.38,,0.0,0.01,1,E,,A,BSE,,
15421,805072,364TB28526-G,364TB28526,0.0,,0.0,0.01,1,D,,G,BSE,,
15422,976219,117VFPL27-F,VFPL-11.7%-6-8-27-pvt,0.0,,0.0,0.01,1,D,,F,BSE,,
15423,728649,BFL230125-F,BFL-23-1-26-CP,0.0,,0.0,0.01,1,D,,F,BSE,,
15424,210688,EFACTOR-NS,E FACTOR EXPERIENCES LTD,0.0,,0.0,0.05,800,E,,NS,BSE,,
15425,940219,1075SCL35-F,SCL-10.75%-19-03-35-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15426,530127,NPRFIN-X,NPR FINANCE LTD.,34.49,,0.0,0.01,1,E,,X,BSE,,
15427,729704,ASL20625-F,ASL-8-12-25-CP,0.0,,0.0,0.01,1,D,,F,BSE,,
15428,512433,ASUTENT-P,ASUTOSH ENTERPRISES LTD.,0.0,,0.0,0.01,100,E,,P,BSE,,
15429,940519,1050EFSL35-F,EFSL-10.50%-24-7-35-NCD,980.0,,0.0,0.01,1,D,,F,BSE,,
15430,975755,1025AFL26-F,AFL-10.25%-20-3-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15431,543304,SFMP45DD-F,SBI Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15432,526269,CRSTCHM-X,CRESTCHEM LTD.,126.75,,0.0,0.05,1,E,,X,BSE,,
15433,544002,VIVAA-M,Vivaa Tradecom Limited,0.0,,0.0,0.01,2000,E,,M,BSE,,
15434,533137,DEN-B,DEN NETWORKS LTD,33.12,,0.0,0.01,1,E,,B,BSE,,
15435,513544,MSCTC-XT,MARDIA SAMYOUNG CAPILLARY TUBE,93.63,,0.0,0.01,1,E,,XT,BSE,,
15436,957225,762PFCL27-F,PFC-7.62%-15-12-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15437,810789,708AP35-G,708APSDL35,0.0,,0.0,0.01,1,D,,G,BSE,,
15438,961707,IIFCLBDIS3-F,IIFCLBDIS3,0.0,,0.0,0.01,1,D,,F,BSE,,
15439,976525,MFSL210325-F,MFSL-1 MMCLR OF IDFC FIRST Ban,0.0,,0.0,0.01,1,D,,F,BSE,,
15440,729455,BGHP220525-F,BGHPL-20-5-25-CP,0.0,,0.0,0.01,1,D,,F,BSE,,
15441,973574,8JMFHL26-F,JMFHL-8%-10-11-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15442,531676,VAGHANI-XT,VAGHANI TECHNO-BUILD LTD.,67.17,,0.0,0.01,1,E,,XT,BSE,,
15443,810641,775TN30-G,775TN2030,0.0,,0.0,0.01,1,D,,G,BSE,,
15444,976994,125AFIL31F-F,AFIL-12.50%-12-06-31-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15445,544432,IGCL-B,Indogulf Cropsciences Limited,107.05,,0.0,0.05,1,E,,B,BSE,,
15446,543547,DDEVPLSTIK-B,DDEV PLASTIKS INDUSTRIES LIMIT,308.6,,0.0,0.05,1,E,,B,BSE,,
15447,977114,724BFL28-F,BFL-7.24%-12-12-28-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15448,538540,RLFL-XT,RAMCHANDRA LEASING & FINANCE L,4.78,,0.0,0.01,1,E,,XT,BSE,,
15449,543934,MACIND-X,Machhar Industries Limited,369.0,,0.0,0.05,1,E,,X,BSE,,
15450,800425,GS17JUN40C-G,GS17JUN40C,0.0,,0.0,0.01,1,D,,G,BSE,,
15451,975693,965HLFL39-F,HLFL-9.65%-29-5-39-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15452,513629,TULSYAN-X,TULSYAN NEC LTD.,41.97,,0.0,0.01,1,E,,X,BSE,,
15453,975689,DKGF240524-F,DKGFSPL-24-5-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15454,800449,GS16DEC2026-G,GS16DEC2026C,0.0,,0.0,0.01,1,D,,G,BSE,,
15455,212227,RAJPUTANA$-NS,RAJPUTANA BIODIESEL LTD,0.0,,0.0,0.05,500,E,,NS,BSE,,
15456,956073,95KTL35-F,KTL-9.5%-25-4-35-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15457,959138,815PNB29-F,PNB-8.15%-26-12-29-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15458,544271,GARUDA-B,Garuda Construction and Engine,188.3,,0.0,0.05,1,E,,B,BSE,,
15459,800499,GS19MAR2028-G,GS19MAR2028,0.0,,0.0,0.01,1,D,,G,BSE,,
15460,508905,NEXOME-X,NEXOME CAPITAL MARKETS LIMITED,132.3,,0.0,0.05,1,E,,X,BSE,,
15461,539984,HUIL-X,HINDUSTHAN URBAN INFRASTRUCTUR,2131.0,,0.0,0.05,1,E,,X,BSE,,
15462,975420,0PMPL29-F,PMPL-ZC-30-10-29-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15463,961847,875KPL34-F,KPL-8.75%-25-3-34-TFBOND,0.0,,0.0,0.01,1,D,,F,BSE,,
15464,939757,MFCL16924A-F,MFCL-16-9-29-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15465,936636,85PFL26A-F,PFL-10.75%-6-5-29-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15466,543425,MAPMYINDIA-A,C.E. Info Systems Limited,1846.75,,0.0,0.05,1,E,,A,BSE,,
15467,526193,ROYALCU-X,ROYAL CUSHION VINYL PRODUCTS L,20.98,,0.0,0.01,1,E,,X,BSE,,
15468,204419,STEELCITY-NS,STEEL CITY SECURITIES LTD,0.0,,0.0,0.01,1,E,,NS,BSE,,
15469,975685,1050HFL26-F,10.50%-HFL-23-5-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15470,948802,930ILFS38-F,930ILFS2038,0.0,,0.0,0.01,100,D,,F,BSE,,
15471,500342,PRUDMOULI-B,PRUDENTIAL SUGAR CORPORATION L,26.37,,0.0,0.01,1,E,,B,BSE,,
15472,939677,1050KAFL27-F,KAFL-10.50%-7-8-27-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15473,937093,1025NWFL30-F,NWFL-10.25%-5-2-30-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15474,940321,1025SMCGS28-F,SMCGSL-10.25%24-04-28-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15475,544296,NISUS-M,NISUS FINANCE SERVICES CO LIMI,335.8,,0.0,0.05,400,E,,M,BSE,,
15476,543440,NIFTY50ADD-B,DSP Mutual Fund,267.01,,0.0,0.01,1,E,,B,BSE,,
15477,543590,RHETAN-B,Rhetan TMT Limited,22.01,,0.0,0.01,1,E,,B,BSE,,
15478,209344,DOLLEX-NS,DOLLEX AGROTECH LIMITED,0.0,,0.0,0.05,4000,E,,NS,BSE,,
15479,940229,95NHFL27A-F,NHFL-9.5%-3-4-27-NCD,1027.05,,0.0,0.01,1,D,,F,BSE,,
15480,975822,RRUCL11724-F,UCL-REPO+SPREAD-11-1-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15481,975830,789BHFL34-F,BHFL-7.89%-14-7-34-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15482,507813,NOL-X,NATIONAL OXYGEN LTD.,110.1,,0.0,0.05,1,E,,X,BSE,,
15483,508961,SHRICON-XT,SHRICON INDUSTRIES LTD.,136.25,,0.0,0.05,1,E,,XT,BSE,,
15484,800667,GS22FEB35C-G,GS22FEB35C,0.0,,0.0,0.01,1,D,,G,BSE,,
15485,212378,DELTIC-NS,DELTA AUTOCORP LIMITED,0.0,,0.0,0.05,1000,E,,NS,BSE,,
15486,940081,1075CCI26A-F,CCIL-10.75%-16-7-26-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15487,960416,743ABHF31-F,ABHFL-7.43%-15-1-31-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15488,938882,8ABCL26-F,ABCL-8%-9-10-26-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15489,976929,12IML28-F,IML-12%-23-7-28-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15490,544530,ARSSBL-B,ANAND RATHI SHARE AND STOCK BR,487.55,,0.0,0.05,1,E,,B,BSE,,
15491,532369,RAMCOIND-B,RAMCO INDUSTRIES LTD.,330.1,,0.0,0.05,1,E,,B,BSE,,
15492,544482,STARIMAGIN-M,STAR IMAGING AND PATH LAB LIMI,0.0,,0.0,0.05,1000,E,,M,BSE,,
15493,506076,GRINDWELL-A,GRINDWELL NORTON LTD.,1666.0,,0.0,0.05,1,E,,A,BSE,,
15494,804997,364TB41225-G,364TB41225,0.0,,0.0,0.01,1,D,,G,BSE,,
15495,973471,9SFIL26-F,SFIL-9%-21-9-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15496,974290,10MDPL27-F,MDPL-10%-31-3-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15497,940129,ICLFL27125-F,ICLFL-27-2-26-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15498,531099,CHECKPOINT-XT,Checkpoint Trends Limited,60.66,,0.0,0.01,1,E,,XT,BSE,,
15499,938744,CAGL28-F,CAGL-7-9-28-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15500,532832,EMBDL-A,EMBASSY DEVELOPMENTS LIMITED,93.33,,0.0,0.01,1,E,,A,BSE,,
15501,501314,PRISMX-X,PRISMX GLOBAL VENTURES LIMITED,0.71,,0.0,0.01,1,E,,X,BSE,,
15502,543531,TIERRA-X,Tierra Agrotech Limited,41.4,,0.0,0.01,1,E,,X,BSE,,
15503,500306,JAYKAY-B,Jaykay Enterprises Limited,218.05,,0.0,0.05,1,E,,B,BSE,,
15504,975213,890SFL28-F,SFL-8.90%-22-11-28-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15505,939214,850MFL29-F,MFL-8.50%-25-1-29-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15506,30,MIDCAP,MIDCAP,46559.02,,0.0,0.0,0,,,IDX,BSE,,
15507,938420,840MFL27-F,MFL-8.40%-2-2-27-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15508,530829,CILSEC-X,CIL SECURITIES LTD.,50.79,,0.0,0.01,1,E,,X,BSE,,
15509,800172,833GS2026-G,833GOI2026,0.0,,0.0,0.05,1,D,,G,BSE,,
15510,730103,GHFL260825-F,GHFL-25-11-25-CP,0.0,,0.0,0.01,1,D,,F,BSE,,
15511,939747,965MFCL27-F,MFCL-9.65%-16-9-27-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15512,730025,BFSL13825-F,BFSL-12-11-25-CP,0.0,,0.0,0.01,1,D,,F,BSE,,
15513,890213,SNLFPP-XT,Shri Niwas Leasing and Finance,12.96,,0.0,0.01,1,E,,XT,BSE,,
15514,537381,HCPO36MJRD-F,HDFC MUTUAL FUND - HDFC CAPITA,0.0,,0.0,0.01,1,D,,F,BSE,,
15515,208134,GLOBE-NS,GLOBE TEXTILES (I) LTD.,0.0,,0.0,0.01,1,E,,NS,BSE,,
15516,957173,845SFIL27-F,SFIL-8.45%-8-11-27-PVT,0.0,,0.0,0.01,10,D,,F,BSE,,
15517,503772,MODWOOL-X,MODELLA WOOLLENS LTD.,73.25,,0.0,0.01,1,E,,X,BSE,,
15518,500467,HARRMALAYA-B,HARRISONS MALAYALAM LTD.,201.65,,0.0,0.05,1,E,,B,BSE,,
15519,210804,HINDCON-NS,HINDCON CHEMICALS LIMITED,0.0,,0.0,0.01,1,E,,NS,BSE,,
15520,935580,739NHAI26-F,NHAI-7.39%-11-1-26-TAXFREENCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15521,543752,KTKFMP305DI-F,Kotak Mahindra Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15522,975207,875JMFSL25-F,JMFSL-8.75%-20-11-25-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15523,974803,790BHF28-F,BHFL-7.90%-28-4-28-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15524,939491,MML27524A-F,MML-ZC-26-11-25-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15525,205279,AVSL-NT,AVSL INDUSTRIES LIMITED,0.0,,0.0,0.05,1000,E,,NT,BSE,,
15526,526851,AREXMIS-X,AREX INDUSTRIES LTD.,0.0,,0.0,0.05,1,E,,X,BSE,,
15527,939739,925MFCL27-F,MFCL-9.25%-16-9-27-NCD,994.8,,0.0,0.01,1,D,,F,BSE,,
15528,800622,GS15APR34C-G,GS15APR34C,0.0,,0.0,0.01,1,D,,G,BSE,,
15529,975599,829AXFL27-F,AXFL-8.29%-19-8-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15530,959042,88LTF29-F,LTF-8.80%-25-10-29-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15531,211957,JEYYAM-NT,JEYYAM GLOBAL FOODS LTD,0.0,,0.0,0.05,2000,E,,NT,BSE,,
15532,539275,MSL-X,Mangalam Seeds Limited,157.35,,0.0,0.05,1,E,,X,BSE,,
15533,975840,1250POPL26-F,POPL-12.50%-RESET RATE-19-11-2,0.0,,0.0,0.01,1,D,,F,BSE,,
15534,976666,686NHPCL39-F,NHPCL-6.86%-06-05-39-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15535,523373,MINID-X,MINI DIAMONDS (INDIA) LTD.,144.85,,0.0,0.05,1,E,,X,BSE,,
15536,530365,ORIENTBELL-B,ORIENT BELL LIMITED,288.75,,0.0,0.05,1,E,,B,BSE,,
15537,514446,LSIND-B,LS INDUSTRIES LTD.,29.41,,0.0,0.01,1,E,,B,BSE,,
15538,532851,INSECTICID-B,INSECTICIDES (INDIA) LTD.,745.05,,0.0,0.05,1,E,,B,BSE,,
15539,810681,675KA34-G,675KARSDL34,0.0,,0.0,0.01,1,D,,G,BSE,,
15540,543871,KTKFMP310RG-F,Kotak Mahindra Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15541,504646,BGWTATO-X,BHAGWATI AUTOCAST LTD.,486.1,,0.0,0.05,1,E,,X,BSE,,
15542,543469,SFMP60DD-F,SBI Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15543,953010,85IIL25-F,IIL-8.5%-19-11-25-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15544,543301,SFMP45GR-F,SBI Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15545,210969,TECHLABS-NS,TRIDENT TECHLABS LIMITED,0.0,,0.0,0.05,125,E,,NS,BSE,,
15546,531557,AMITSEC-XT,AMIT SECURITIES LTD.,41.47,,0.0,0.01,1,E,,XT,BSE,,
15547,975951,1075MML26B-F,MML-10.75%-27-8-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15548,530917,RRSECUR-P,R.R.SECURITIES LTD.,0.0,,0.0,0.01,100,E,,P,BSE,,
15549,975802,1050SCNL27-F,SCNL-10.50%-4-1-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15550,976560,10DCAL27-F,DCAL-10%-26-03-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15551,533275,SHAH-B,SHAH METACORP LIMITED,4.26,,0.0,0.01,1,E,,B,BSE,,
15552,976686,911LGS927-F,LGS9-9.11%-20-8-27-PTC,0.0,,0.0,0.01,1,D,,F,BSE,,
15553,539219,MUL-XT,MAURIA UDYOG LIMITED,13.01,,0.0,0.01,1,E,,XT,BSE,,
15554,977105,73274HDB28-F,HDBFSL-7.3274%-4-8-28-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15555,543133,UTMTFS2RAP-F,UTI Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15556,800768,GS06NOV72-G,GS06NOV72,0.0,,0.0,0.01,1,D,,G,BSE,,
15557,974670,825KMPL26-F,KMPL-8.255-22-6-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15558,543231,ADL-B,Archidply Decor Limited,90.0,,0.0,0.01,1,E,,B,BSE,,
15559,204026,GRETEX-NS,GRETEX INDUSTRIES LTD.,0.0,,0.0,0.05,750,E,,NS,BSE,,
15560,976514,775HZL26-F,HZL-STRP1-7.75%-21-03-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15561,960082,145BML27-F,BML-14.5%-30-9-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15562,976530,1026MFCL30-F,MFCL-10.26%-24-12-30-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15563,974512,9INDIGM25-F,INDIGO-9%-17-5-25-PTC,0.0,,0.0,0.01,1,D,,F,BSE,,
15564,810643,672PN30-G,672PUNSDL30,0.0,,0.0,0.01,1,D,,G,BSE,,
15565,543739,KTKFMP304RG-F,Kotak Mahindra Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15566,501295,IITL-B,INDUSTRIAL INVESTMENT TRUST LT,0.0,,0.0,0.05,1,E,,B,BSE,,
15567,937677,925SCL26-F,SCL-8.75%-24-9-26-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15568,523343,MICROSE-XT,MICROSE INDIA LTD.,0.0,,0.0,0.01,1,E,,XT,BSE,,
15569,974166,874BOMPERP-F,BOM-8.74%-PERP-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15570,800698,GS22APR38-G,GS22APR38,0.0,,0.0,0.01,1,D,,G,BSE,,
15571,976493,10KFL027-F,KFL-10%-12-3-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15572,975378,806IIL29-F,IIL-8.06%-13-8-29-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15573,972746,936IIFC42-F,936IIFCL42B,0.0,,0.0,0.01,1,D,,F,BSE,,
15574,805075,364TB04626-G,364TB04626,0.0,,0.0,0.01,1,D,,G,BSE,,
15575,957765,865ILFS28B-F,ILFS-8.65%-27-3-28-PVT,0.0,,0.0,0.01,1000,D,,F,BSE,,
15576,800657,GS17JUN35-G,GS17JUN35,0.0,,0.0,0.01,1,D,,G,BSE,,
15577,530249,BRIDGESE-X,BRIDGE SECURITIES LTD.,13.77,,0.0,0.01,1,E,,X,BSE,,
15578,508918,IRONWOOD-X,IRONWOOD EDUCATION LIMITED,46.05,,0.0,0.01,1,E,,X,BSE,,
15579,940683,1025EFSL35-F,EFSL-10.25%-7-10-35-NCD,995.0,,0.0,0.01,1,D,,F,BSE,,
15580,500338,PRSMJOHNSN-A,PRISM JOHNSON LIMITED.,147.5,,0.0,0.05,1,E,,A,BSE,,
15581,973550,623REC31-F,REC-6.23%-31-10-31-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15582,939118,SCLZC26F-F,SC-ZC-27-12-26-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15583,977181,1050LGS28-F,LGS-10.50%-20-1-28-PTC,0.0,,0.0,0.01,100000,D,,F,BSE,,
15584,975950,73BOB34-F,BOB-7.3%-27-8-34-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15585,542921,MIDCAPIETF-B,ICICI Prudential Mutual Fund,22.58,,0.0,0.01,1,E,,B,BSE,,
15586,976741,911LGS1027-F,LGS10-9.11%-20-8-27-PTC,0.0,,0.0,0.01,1,D,,F,BSE,,
15587,526247,PREMEXPLN-B,PREMIER EXPLOSIVES LTD.,627.8,,0.0,0.05,1,E,,B,BSE,,
15588,976209,990IFSL27-F,IFSL-9.90%-25-11-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15589,543313,SFMP46GR-F,SBI Mutual Fund,0.0,,0.0,0.01,1,E,,F,BSE,,
15590,532493,ASTRAMICRO-A,ASTRA MICROWAVE PRODUCTS LTD.,1053.0,,0.0,0.05,1,E,,A,BSE,,
15591,937347,995EFSL31-F,EFSL-9.95%-8-1-31-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15592,544261,ARKADE-B,ARKADE DEVELOPERS LIMITED,170.65,,0.0,0.05,1,E,,B,BSE,,
15593,530953,SUNILAGR-X,SUNIL AGRO FOODS LTD.,91.23,,0.0,0.01,1,E,,X,BSE,,
15594,590141,ITBEES-B,Nippon India Mutual Fund - Per,38.8,,0.0,0.01,1,E,,B,BSE,,
15595,800811,GS25NOV38-G,GS25NOV38,0.0,,0.0,0.01,1,D,,G,BSE,,
15596,939565,985ONE34-F,360ONEPL-9.85%-12-6-34-NCD,0.0,,0.0,0.01,1,D,,F,BSE,,
15597,800358,GS151226C-G,GS15DEC26C,0.0,,0.0,0.01,1,D,,G,BSE,,
15598,531840,IECEDU-XT,IEC EDUCATION LTD.,40.03,,0.0,0.01,1,E,,XT,BSE,,
15599,954183,1015ECL26-F,ECL-10.15%-16-6-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15600,976443,986VCL27-F,VCL-9.86%-16-4-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15601,956068,914KTL30-F,KTL-9.14%-25-4-30-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15602,530457,GTTDATA-X,GTT DATA SOLUTIONS LIMITED,91.45,,0.0,0.01,1,E,,X,BSE,,
15603,952362,12 MFLS3-F,MFL-12%-SERIES3-PVT,0.0,,0.0,0.01,10,D,,F,BSE,,
15604,977045,712UML26-F,UML-7.12%-29-10-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15605,976685,1125MFL27-F,MFL-11.25%-9-2-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15606,532230,BENGALT-X,BENGAL TEA & FABRICS LTD.,143.0,,0.0,0.05,1,E,,X,BSE,,
15607,543579,NATURO-MT,NATURO INDIABULL LIMITED,4.02,,0.0,0.01,4000,E,,MT,BSE,,
15608,533208,EMAMIPAP-B,EMAMI PAPER MILLS LTD.,98.29,,0.0,0.01,1,E,,B,BSE,,
15609,805054,364TB16426-G,364TB16426,0.0,,0.0,0.01,1,D,,G,BSE,,
15610,810631,717KA29-G,717KASDL29,0.0,,0.0,0.05,1,D,,G,BSE,,
15611,976591,875AVHFIRR-F,AVHFIL-8.75%-RESET RATE-02-04-,0.0,,0.0,0.01,1,D,,F,BSE,,
15612,526891,MKTCREAT-X,MARKET CREATORS LTD.,14.25,,0.0,0.01,1,E,,X,BSE,,
15613,204505,KALYANI$-NT,KALYANI COMMERCIALS LTD,0.0,,0.0,0.01,1,E,,NT,BSE,,
15614,210810,ROXHITECH-NS,ROX HI TECH LIMITED,0.0,,0.0,0.05,1600,E,,NS,BSE,,
15615,517500,ROTO-B,ROTO PUMPS LTD.,72.14,,0.0,0.01,1,E,,B,BSE,,
15616,976650,1310POP27B-F,POPL-13.10%-27-7-27-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
15617,540377,IFL-B,IFL ENTERPRISES LIMITED,0.68,,0.0,0.01,1,E,,B,BSE,,
15618,530735,SUPERBAK-X,SUPER BAKERS (INDIA) LTD.,29.0,,0.0,0.01,1,E,,X,BSE,,
15619,974757,751REC26-F,RECL-7.51%-31-7-26-PVT,0.0,,0.0,0.01,1,D,,F,BSE,,
